text;label
Уважаемый Председатель Правления! Предлагаем вашему вниманию возможность стать партнёром в организации конференции по вопросам развития финансовых технологий. Мероприятие привлечёт внимание представителей банковского сектора, стартапов и инвесторов. Участие банка в качестве партнёра позволит укрепить его репутацию и расширить деловые контакты. Приглашаем обсудить условия сотрудничества.;Партнёрское предложение
Добрый день! Наша образовательная платформа предлагает банку возможность сотрудничества в рамках проведения вебинаров и онлайн-курсов для повышения финансовой грамотности клиентов. Мы готовы разработать и провести мероприятия, нацеленные на различные сегменты аудитории — от розничных клиентов до представителей малого и среднего бизнеса. Такое партнёрство позволит банку укрепить свой имидж и привлечь новых клиентов. Будем рады обсудить детали.;Партнёрское предложение
Уважаемые представители банка! Наша компания предлагает сотрудничество в области разработки и внедрения платёжных решений для малого и среднего бизнеса. Мы уверены, что наше партнёрство позволит предложить клиентам банка удобные и эффективные инструменты для проведения платежей и управления финансами. Готовы обсудить условия сотрудничества и начать работу над проектом.;Партнёрское предложение
Уважаемый руководитель! Предлагаем вашему банку возможность стать партнёром в проведении исследования рынка финансовых услуг для премиального сегмента. Результаты исследования будут полезны для разработки новых продуктов и услуг, а также для определения стратегии развития банка. Участие в проекте позволит банку укрепить свою репутацию и расширить круг деловых контактов. Приглашаем обсудить условия сотрудничества.;Партнёрское предложение
Добрый день! Наша компания предлагает банку возможность сотрудничества в области разработки и внедрения инновационных решений для управления рисками. Мы уверены, что наше партнёрство позволит банку предложить клиентам более надёжные и эффективные услуги, а также укрепить свою позицию на рынке. Готовы обсудить условия сотрудничества и начать работу над проектом.;Партнёрское предложение
Уважаемые коллеги! Предлагаем вашему банку возможность стать партнёром в организации спецвыпуска журнала, посвящённого вопросам развития финансового рынка. Спецвыпуск будет интересен представителям банковского сектора, инвесторов и аналитиков. Участие банка в качестве партнёра позволит укрепить его репутацию и расширить круг деловых контактов. Приглашаем обсудить условия сотрудничества.;Партнёрское предложение
Уважаемый руководитель! Наша компания предлагает банку возможность сотрудничества в области разработки и внедрения решений для управления инвестициями. Мы уверены, что наше партнёрство позволит банку предложить клиентам более разнообразные и выгодные инвестиционные продукты, а также укрепить свою позицию на рынке. Готовы обсудить условия сотрудничества и начать работу над проектом.;Партнёрское предложение
Добрый день! Наша компания предлагает банку возможность сотрудничества в области разработки и внедрения решений для управления активами. Мы уверены, что наше партнёрство позволит банку предложить клиентам более удобные и эффективные инструменты для управления своими активами, а также укрепить свою позицию на рынке. Готовы обсудить условия сотрудничества и начать работу над проектом.;Партнёрское предложение
Уважаемые представители банка! Наша компания предлагает сотрудничество в области разработки и внедрения решений для управления кредитным риском. Мы уверены, что наше партнёрство позволит банку предложить клиентам более надёжные и выгодные кредитные продукты, а также укрепить свою позицию на рынке. Готовы обсудить условия сотрудничества и начать работу над проектом.;Партнёрское предложение
Уважаемые коллеги! Департамент маркетинга банка обращается к вам с просьбой о согласовании проведения маркетинговой кампании «Финансовая грамотность для всех». Прилагаем к письму презентацию с описанием кампании, целевую аудиторию и бюджет. Просим рассмотреть возможность согласования до 15 октября текущего года. Благодарим за внимание и ожидаем вашего ответа.;Запрос на согласование
Уважаемый Председатель Правления! Проектный офис банка представляет на ваше согласование проект «Развитие цифровых сервисов для МСБ». В приложении вы найдёте подробное описание проекта, включая цели, задачи, этапы реализации и бюджет. Просим рассмотреть проект и предоставить обратную связь до 20 октября. Будем признательны за ваше внимание и поддержку.;Запрос на согласование
Уважаемые коллеги! Благотворительный фонд банка обращается с просьбой о согласовании благотворительной программы «Поддержка образования». Прилагаем к письму описание программы, бюджет и список партнёров. Просим рассмотреть возможность согласования до 10 ноября. Надеемся на ваше понимание и поддержку.;Запрос на согласование
Уважаемый руководитель! Департамент по работе с корпоративными клиентами просит согласовать проведение встречи с ключевыми клиентами. В приложении вы найдёте список участников, повестку дня и место проведения. Просим предоставить ответ до 12 октября. Благодарим за внимание.;Запрос на согласование
Уважаемые коллеги! Отдел по связям с общественностью просит согласовать выпуск пресс-релиза о новых продуктах банка. Прилагаем к письму текст пресс-релиза и фотографии. Просим рассмотреть возможность согласования до 8 октября. Будем признательны за ваш ответ.;Запрос на согласование
Уважаемый руководитель! Проектный офис банка просит согласовать пилотный проект «Развитие экосистемы для клиентов». В приложении вы найдёте описание проекта, цели, задачи и этапы реализации. Просим рассмотреть проект и предоставить обратную связь до 17 октября. Благодарим за внимание.;Запрос на согласование
Уважаемые коллеги! Департамент по работе с НКО просит согласовать проведение семинара для представителей некоммерческих организаций. Прилагаем к письму программу семинара, список участников и место проведения. Просим предоставить ответ до 5 ноября. Будем признательны за вашу поддержку.;Запрос на согласование
Уважаемый руководитель! Отдел по развитию цифровых сервисов просит согласовать запуск нового мобильного приложения для клиентов. В приложении вы найдёте описание приложения, функциональные возможности и технические требования. Просим рассмотреть возможность согласования до 25 октября. Благодарим за внимание.;Запрос на согласование
Уважаемые коллеги! Департамент по работе с госструктурами просит согласовать проведение встречи с представителями государственных органов. Прилагаем к письму повестку дня, список участников и место проведения. Просим предоставить ответ до 3 ноября. Будем признательны за вашу поддержку.;Запрос на согласование
Уважаемый руководитель! Отдел по развитию партнёрских программ просит согласовать запуск новой программы для партнёров банка. В приложении вы найдёте описание программы, условия участия и преимущества для партнёров. Просим рассмотреть возможность согласования до 20 октября. Благодарим за внимание.;Запрос на согласование
Уважаемые клиенты! Информируем вас о запуске нового сервиса онлайн-консультаций с нашими специалистами. Сервис доступен в мобильном приложении и на сайте банка. Мы надеемся, что это нововведение облегчит вам доступ к профессиональной помощи и повысит качество обслуживания.;Уведомление или информирование
Уважаемые партнёры! Сообщаем о проведении плановых технических работ на нашем сервере с 01:00 до 03:00 по московскому времени 15 февраля 2024 года. В этот период возможны перебои в работе некоторых сервисов. Приносим извинения за временные неудобства.;Уведомление или информирование
Уважаемые коллеги! Настоящим уведомляем вас об изменении регламента работы нашего контакт-центра. С 1 марта 2024 года часы работы будут продлены до 22:00 по московскому времени. Это решение принято для улучшения качества обслуживания клиентов.;Уведомление или информирование
Уважаемые клиенты! Сообщаем об изменении тарифов на обслуживание дебетовых карт. Новые тарифы вступают в силу с 1 апреля 2024 года. Подробные условия и новые тарифы вы можете найти на сайте банка в разделе 'Тарифы и комиссии'.;Уведомление или информирование
Уважаемые сотрудники! Информируем вас о запуске новой системы учёта рабочего времени. Система начнёт функционировать с 1 февраля 2024 года. Всем сотрудникам необходимо пройти обучение по работе с новой системой. Подробная информация будет размещена на корпоративном портале.;Уведомление или информирование
Уважаемые клиенты! Сообщаем о временном изменении режима работы отделений банка в связи с праздничными днями. С 29 декабря 2023 года по 8 января 2024 года отделения будут работать по сокращённому графику. Приносим извинения за временные неудобства и благодарим за понимание.;Уведомление или информирование
Уважаемые партнёры! Информируем вас о запуске нового продукта — корпоративного кредитного счёта с улучшенными условиями. Продукт доступен для юридических лиц и индивидуальных предпринимателей. Подробную информацию можно получить у ваших персональных менеджеров.;Уведомление или информирование
Уважаемые клиенты! Сообщаем об изменении порядка начисления процентов по сберегательным счетам. Новые условия вступают в силу с 1 мая 2024 года. Подробности можно найти на сайте банка в разделе 'Условия обслуживания'.;Уведомление или информирование
Уважаемые коллеги! Настоящим уведомляем вас о проведении аудита филиалов банка в первом квартале 2024 года. Аудит будет проводиться в соответствии с внутренними регламентами банка. Просим всех сотрудников подготовиться к проверке и предоставить необходимую документацию.;Уведомление или информирование
Уважаемые клиенты! Информируем вас о временном ограничении доступа к некоторым сервисам банка в связи с проведением технических работ. Ограничения будут действовать с 00:00 до 06:00 по московскому времени 20 января 2024 года. Приносим извинения за временные неудобства.;Уведомление или информирование
Просим предоставить информацию о текущем состоянии кредитного портфеля за IV квартал 2023 года, включая данные о просроченной задолженности. Ожидаем ответ в течение 5 рабочих дней.;Запрос информации/документов
В адрес Вашего Банка обращаемся с просьбой предоставить копии договоров об обслуживании расчётных счетов за 2022 год. Данные необходимы для сверки с внутренними документами компании.;Запрос информации/документов
Прошу направить выписку по операциям по дебетовой карте за январь 2024 года. Также необходимо предоставить информацию о тарифах и комиссиях, действующих в указанный период. Заранее благодарю за оперативное предоставление данных.;Запрос информации/документов
Обращаемся с просьбой предоставить информацию о доступных дистанционных сервисах и их тарифах. Также просим уточнить сроки действия текущих предложений. Будем признательны за предоставление данных в течение 3 рабочих дней.;Запрос информации/документов
Просим предоставить отчёт о выполнении нормативов ликвидности за III квартал 2023 года. Данные необходимы для анализа соответствия требованиям Центрального банка. Ожидаем ответ в течение 7 рабочих дней.;Запрос информации/документов
В связи с проверкой со стороны регулятора, просим предоставить копии всех внутренних регламентов и инструкций, регулирующих работу с корпоративными клиентами. Ожидаем документы в течение 3 рабочих дней.;Запрос информации/документов
Прошу предоставить информацию о доступных депозитных продуктах и их условиях. Также необходимо уточнить процентные ставки и сроки размещения средств. Ожидаем ответ в течение 5 рабочих дней.;Запрос информации/документов
Просим предоставить информацию о состоянии расчётов по счёту № 456789 за ноябрь 2023 года. Данные необходимы для урегулирования спорных ситуаций. Ожидаем ответ в течение 3 рабочих дней.;Запрос информации/документов
Обращаемся с просьбой предоставить информацию о доступных кредитных продуктах для малого бизнеса. Также необходимо уточнить процентные ставки, сроки и условия кредитования. Ожидаем ответ в течение 5 рабочих дней.;Запрос информации/документов
Просим предоставить информацию о тарифах и комиссиях по расчётно-кассовому обслуживанию за IV квартал 2023 года. Данные необходимы для корректировки внутренних документов компании. Ожидаем ответ в течение 7 рабочих дней.;Запрос информации/документов
В адрес вашего Банка обращаемся с официальной жалобой на неправомерное списание средств с корпоративного счёта нашей компании. Согласно договору об РКО №БК-789 от 10.02.2023, мы не давали согласия на списание. Требуем немедленного возврата средств и разъяснений в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу отказа в проведении кредитной операции. Согласно условиям кредитного договора №КД-123 от 15.04.2023, банк обязан был рассмотреть нашу заявку в течение 5 рабочих дней. Прошло более 10 дней, и мы так и не получили ответа. Требуем немедленного рассмотрения заявки и информирования о решении.;Официальная жалоба или претензия
Настоящим направляем официальную жалобу на двойное списание средств с нашего личного банковского счёта. По выписке видно, что одна и та же операция была проведена дважды. Согласно правилам обслуживания, такое списание недопустимо. Требуем немедленного возврата ошибочно списанных средств и устранения технической ошибки.;Официальная жалоба или претензия
Обращаемся с претензией по поводу неверного информирования о состоянии нашего зарплатного проекта. Согласно условиям договора №ЗП-456 от 01.03.2023, банк обязан предоставлять актуальную информацию о состоянии счёта. Однако в выписке за текущий месяц мы обнаружили расхождения. Требуем немедленного устранения ошибки и предоставления корректной информации.;Официальная жалоба или претензия
В адрес вашего Банка обращаемся с официальной претензией на ошибочное блокирование нашего корпоративного счёта. Согласно правилам обслуживания, банк не имеет права блокировать счёт без предварительного уведомления. Требуем немедленного снятия блокировки и компенсации убытков, вызванных блокировкой.;Официальная жалоба или претензия
Обращаемся с претензией по поводу отказа в проведении валютной операции. Согласно условиям договора №ВО-890 от 15.05.2023, банк обязан был провести операцию в течение 2 рабочих дней. Прошло более 7 дней, и мы так и не получили ответа. Требуем немедленного рассмотрения заявки и информирования о решении.;Официальная жалоба или претензия
Настоящим направляем официальную жалобу на неправомерное списание средств с нашего индивидуального предпринимательского счёта. Согласно договору об РКО №ИП-321 от 01.04.2023, мы не давали согласия на списание. Требуем немедленного возврата средств и разъяснений в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу неверного информирования о состоянии нашего кредитного счёта. Согласно условиям кредитного договора №КД-567 от 01.05.2023, банк обязан предоставлять актуальную информацию о состоянии счёта. Однако в выписке за текущий месяц мы обнаружили расхождения. Требуем немедленного устранения ошибки и предоставления корректной информации.;Официальная жалоба или претензия
В адрес вашего Банка обращаемся с официальной претензией на отказ в проведении операции по интернет-банку. Согласно условиям договора №ИБ-987 от 01.06.2023, банк обязан был провести операцию в течение 1 рабочего дня. Прошло более 5 дней, и мы так и не получили ответа. Требуем немедленного рассмотрения заявки и информирования о решении.;Официальная жалоба или претензия
Обращаемся с претензией по поводу ошибочного блокирования нашего корпоративного счёта. Согласно правилам обслуживания, банк не имеет права блокировать счёт без предварительного уведомления. Требуем немедленного снятия блокировки и компенсации убытков, вызванных блокировкой.;Официальная жалоба или претензия
На основании п. 3.1 Инструкции Банка России №123/2025 просим предоставить информацию о структуре кредитного портфеля юридических лиц за IV квартал 2025 года, включая данные о просроченной задолженности, не позднее 31.03.2026.;Регуляторный запрос
В соответствии с п. 4.2 Указания Банка России №58-У от 10.04.2024 просим представить сведения об операциях с признаками возможного отмывания денежных средств за III квартал 2025 года до 25.11.2025 включительно.;Регуляторный запрос
На основании п. 5.3 Положения Банка России №03-11-25/00876 просим предоставить отчёт о валютных операциях с нерезидентами за II квартал 2025 года, включая данные о курсах валют и объёмах сделок, не позднее 30.06.2025.;Регуляторный запрос
В соответствии с п. 2.4 Инструкции Банка России №123/2025 просим предоставить информацию о структуре депозитов физических лиц за IV квартал 2025 года, включая данные о процентных ставках и сроках размещения, не позднее 31.03.2026.;Регуляторный запрос
На основании п. 3.1 Указания Банка России №55-У от 10.04.2024 просим представить отчёт о качестве кредитного портфеля за III квартал 2025 года, включая данные о проблемных кредитах и их реструктуризации, до 25.11.2025 включительно.;Регуляторный запрос
В соответствии с п. 4.2 Положения Банка России №03-11-25/00876 просим предоставить сведения об операциях с ценными бумагами за II квартал 2025 года, включая данные о видах ценных бумаг и объёмах торгов, не позднее 30.06.2025.;Регуляторный запрос
На основании п. 5.3 Указания Банка России №58-У от 10.04.2024 просим предоставить отчёт о структуре вкладов населения за IV квартал 2025 года, включая данные о процентных ставках и сроках размещения, не позднее 31.03.2026.;Регуляторный запрос
В соответствии с п. 2.4 Инструкции Банка России №123/2025 просим предоставить информацию о структуре активов банка за III квартал 2025 года, включая данные о ликвидности и рискованности вложений, до 25.11.2025 включительно.;Регуляторный запрос
На основании п. 3.1 Положения Банка России №03-11-25/00876 просим предоставить отчёт о валютных операциях с резидентами за II квартал 2025 года, включая данные о курсах валют и объёмах сделок, не позднее 30.06.2025.;Регуляторный запрос
В соответствии с п. 4.2 Указания Банка России №55-У от 10.04.2024 просим предоставить информацию о структуре депозитов юридических лиц за IV квартал 2025 года, включая данные о процентных ставках и сроках размещения, не позднее 31.03.2026.;Регуляторный запрос
Уважаемые коллеги! Предлагаем вашему банку стать партнёром нашего финансового журнала. Мы планируем запустить специальный выпуск, посвящённый инновациям в банковской сфере. Целевая аудитория — руководители и специалисты финансовых учреждений. Ожидаемые выгоды для вашего банка: повышение узнаваемости бренда, привлечение внимания профессионалов отрасли и укрепление имиджа как инновационного игрока на рынке. Будем рады обсудить детали сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в рамках организации вебинаров для малого и среднего бизнеса. Формат сотрудничества: регулярные онлайн-трансляции с участием экспертов вашего банка и представителей нашего образовательного проекта. Целевая аудитория: владельцы и руководители МСБ. Ожидаемые выгоды: повышение осведомлённости МСБ о банковских продуктах, привлечение новых клиентов и укрепление позиций на рынке. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемый Председатель Правления! Предлагаем вашему банку рассмотреть возможность партнёрства с нашим финтех-стартапом. Мы разрабатываем инновационное решение для управления личными финансами, которое может стать отличным дополнением к вашим розничным продуктам. Целевая аудитория: частные клиенты в возрасте 25–45 лет. Ожидаемые выгоды: расширение продуктовой линейки, привлечение молодой аудитории и укрепление позиций на рынке. Будем рады обсудить детали сотрудничества.;Партнёрское предложение
Уважаемые представители банка! Мы, как платёжный агрегатор, предлагаем вашему банку сотрудничество в рамках разработки и внедрения совместных решений для упрощения и ускорения платежей. Формат партнёрства: создание кобрендингового продукта, объединяющего наши технологии и ваши банковские услуги. Целевая аудитория: розничные клиенты и МСБ. Ожидаемые выгоды: увеличение объёма транзакций, повышение лояльности клиентов и укрепление позиций на рынке. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в рамках организации конференции для финансовых специалистов. Формат сотрудничества: совместное проведение мероприятия с участием экспертов вашего банка и представителей отрасли. Целевая аудитория: руководители и специалисты финансовых учреждений. Ожидаемые выгоды: повышение узнаваемости бренда, привлечение внимания профессионалов отрасли и укрепление имиджа как эксперта в своей области. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые коллеги! Предлагаем вашему банку стать партнёром нашего образовательного проекта. Мы планируем запустить серию вебинаров для сотрудников банков, посвящённых актуальным вопросам финансового рынка. Целевая аудитория: специалисты банковских учреждений. Ожидаемые выгоды: повышение квалификации сотрудников, укрепление партнёрских связей и улучшение имиджа банка как центра компетенций. Будем рады обсудить детали сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в рамках разработки совместного исследования о тенденциях в банковской сфере. Формат сотрудничества: совместная работа с аналитиками вашего банка и нашими экспертами. Целевая аудитория: руководители и специалисты финансовых учреждений. Ожидаемые выгоды: укрепление позиций на рынке, повышение узнаваемости бренда и привлечение внимания профессионалов отрасли. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые представители банка! Предлагаем вашему банку рассмотреть возможность партнёрства с нашим отраслевым СМИ. Мы планируем запустить серию статей о преимуществах банковских продуктов для МСБ. Целевая аудитория: владельцы и руководители малого и среднего бизнеса. Ожидаемые выгоды: повышение осведомлённости МСБ о ваших продуктах, привлечение новых клиентов и укрепление позиций на рынке. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в рамках организации совместных мероприятий для клиентов. Формат сотрудничества: регулярные встречи и презентации ваших продуктов в наших офисах. Целевая аудитория: частные клиенты и представители МСБ. Ожидаемые выгоды: повышение узнаваемости бренда, привлечение новых клиентов и укрепление лояльности существующих. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые коллеги! Предлагаем вашему банку стать партнёром нашего журнала. Мы планируем запустить специальный выпуск, посвящённый инновациям в банковской сфере. Целевая аудитория — руководители и специалисты финансовых учреждений. Ожидаемые выгоды для вашего банка: повышение узнаваемости бренда, привлечение внимания профессионалов отрасли и укрепление имиджа как инновационного игрока на рынке. Будем рады обсудить детали сотрудничества.;Партнёрское предложение
"Уважаемый Председатель Правления,

Настоящим просим согласовать проведение корпоративного мероприятия для сотрудников банка. Мероприятие запланировано на [дата], программа включает в себя [описание программы].

К приложенным материалам относятся: программа мероприятия, список приглашённых, проект коммуникационного письма.

Будем признательны за согласование до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой согласовать благотворительный проект «Помощь детям» с бюджетом [сумма] рублей. Проект направлен на поддержку детей из малообеспеченных семей.

К приложенным материалам относятся: описание проекта, бюджет, документы благотворительного фонда.

Ожидаем от вас согласования до [дата].

С уважением, [название благотворительного фонда]";Запрос на согласование
"Уважаемый [имя получателя],

Прошу согласовать условия сделки по кредитованию малого и среднего бизнеса. Условия включают [описание условий].

К приложенным материалам относятся: проект договора, расчёты по процентным ставкам, анализ рисков.

Прошу предоставить согласование до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой согласовать использование бренда банка в рамках рекламной кампании. Кампания направлена на привлечение корпоративных клиентов.

К приложенным материалам относятся: макеты рекламных материалов, описание кампании, договор с рекламным агентством.

Ожидаем от вас согласования до [дата].

С уважением, [название департамента маркетинга]";Запрос на согласование
